log_prob_true,time_log_prob,loss,log_prob,val_log_prob_true,val_time_log_prob,val_loss,val_log_prob,val_loss_jacobian_x,val_loss_jacobian_u,epoch,step,time_sample_obs,mmd_obs,log_prob_p,kl_distance,val_time_sample_obs,val_mmd_obs,val_log_prob_p,val_kl_distance,time_forward,loss_jacobian_x,loss_jacobian_u
-8510522.0,11.470317840576172,23.985206604003906,-23.985206604003906,-8510522.0,11.470317840576172,23.985206604003906,-23.985206604003906,,,63,447,,,,,,,,,,,
,,13.712864875793457,-13.712864875793457,,,,,,,64,449,,,,,,,,,9.732320785522461,,
-8510522.0,17.976760864257812,23.879850387573242,-23.879850387573242,-8510522.0,17.976760864257812,23.879850387573242,-23.879850387573242,,,64,454,,,,,,,,,,,
-8510521.0,10.771751403808594,23.709335327148438,-23.709335327148438,-8510521.0,10.771751403808594,23.709335327148438,-23.709335327148438,0.0,0.0,65,461,,,,,,,,,,,
-8510520.0,11.870861053466797,23.682825088500977,-23.682825088500977,-8510520.0,11.870861053466797,23.682825088500977,-23.682825088500977,,,66,468,,,,,,,,,,,
-8510520.0,10.731220245361328,23.360862731933594,-23.360862731933594,-8510520.0,10.731220245361328,23.360862731933594,-23.360862731933594,,,67,475,,,,,,,,,,,
-8510522.0,14.390944480895996,23.249717712402344,-23.249717712402344,-8510522.0,14.390945434570312,23.249717712402344,-23.249717712402344,,,68,482,,,,,,,,,,,
-8510522.0,17.769336700439453,23.230697631835938,-23.230697631835938,-8510522.0,17.769336700439453,23.230697631835938,-23.230697631835938,,,69,489,,,,,,,,,,,
-8510522.0,8.711814880371094,23.01125717163086,-23.01125717163086,-8510522.0,8.711814880371094,23.01125717163086,-23.01125717163086,0.0,0.0,70,496,,,,,,,,,,,
,,13.50871753692627,-13.50871753692627,,,,,,,71,499,,,,,,,,,10.540708541870117,,
-8510521.0,16.748905181884766,23.350969314575195,-23.350969314575195,-8510521.0,16.748905181884766,23.350969314575195,-23.350969314575195,,,71,503,201.0106964111328,0.016898512840270996,-7602599.0,-907922.75,201.01071166992188,0.016898512840270996,-7602599.0,-907922.75,,,
-8510522.0,10.16855239868164,23.773059844970703,-23.773059844970703,-8510522.0,10.16855239868164,23.773059844970703,-23.773059844970703,,,72,510,,,,,,,,,,,
-8510521.0,13.031959533691406,23.949045181274414,-23.949045181274414,-8510521.0,13.031959533691406,23.949045181274414,-23.949045181274414,,,73,517,,,,,,,,,,,
-8510521.0,11.870861053466797,25.0924015045166,-25.0924015045166,-8510521.0,11.870861053466797,25.0924015045166,-25.0924015045166,,,74,524,,,,,,,,,,,
-8510522.0,14.61029052734375,26.502891540527344,-26.502891540527344,-8510522.0,14.61029052734375,26.502891540527344,-26.502891540527344,0.0,0.0,75,531,,,,,,,,,,,
-8510522.0,10.74075698852539,25.863414764404297,-25.863414764404297,-8510522.0,10.74075698852539,25.863414764404297,-25.863414764404297,,,76,538,,,,,,,,,,,
-8510522.0,10.521411895751953,25.410202026367188,-25.410202026367188,-8510522.0,10.521411895751953,25.410202026367188,-25.410202026367188,,,77,545,,,,,,,,,,,
,,15.281176567077637,-15.281176567077637,,,,,,,78,549,,,,,,,,,11.304393768310547,,
-8510520.0,11.546611785888672,25.18686294555664,-25.18686294555664,-8510520.0,11.546611785888672,25.18686294555664,-25.18686294555664,,,78,552,,,,,,,,,,,
-8510522.0,13.921260833740234,25.204185485839844,-25.204185485839844,-8510522.0,13.921260833740234,25.204185485839844,-25.204185485839844,,,79,559,,,,,,,,,,,
-8510522.0,10.10894775390625,24.690292358398438,-24.690292358398438,-8510522.0,10.10894775390625,24.690292358398438,-24.690292358398438,0.0,0.0,80,566,,,,,,,,,,,
-8510522.0,11.391639709472656,24.560386657714844,-24.560386657714844,-8510522.0,11.391639709472656,24.560386657714844,-24.560386657714844,,,81,573,191.3499755859375,0.005723834037780762,-7673074.0,-837448.375,191.3499755859375,0.005723834037780762,-7673074.0,-837448.375,,,
-8510521.0,10.688304901123047,23.654993057250977,-23.654993057250977,-8510521.0,10.688304901123047,23.654993057250977,-23.654993057250977,,,82,580,,,,,,,,,,,
-8510522.0,10.612010955810547,23.168710708618164,-23.168710708618164,-8510522.0,10.612010955810547,23.168710708618164,-23.168710708618164,,,83,587,,,,,,,,,,,
-8510522.0,14.760494232177734,22.7440185546875,-22.7440185546875,-8510522.0,14.760494232177734,22.7440185546875,-22.7440185546875,,,84,594,,,,,,,,,,,
,,12.262231826782227,-12.262231826782227,,,,,,,85,599,,,,,,,,,12.32139778137207,0.0,0.0
-8510523.0,10.688304901123047,22.457727432250977,-22.457727432250977,-8510523.0,10.688304901123047,22.457727432250977,-22.457727432250977,0.0,0.0,85,601,,,,,,,,,,,
-8510521.0,17.468929290771484,22.333084106445312,-22.333084106445312,-8510521.0,17.468929290771484,22.333084106445312,-22.333084106445312,,,86,608,,,,,,,,,,,
-8510521.0,14.16921615600586,22.341148376464844,-22.341148376464844,-8510521.0,14.16921615600586,22.341148376464844,-22.341148376464844,,,87,615,,,,,,,,,,,
-8510522.0,11.32965087890625,22.060081481933594,-22.060081481933594,-8510522.0,11.32965087890625,22.060081481933594,-22.060081481933594,,,88,622,,,,,,,,,,,
-8510522.0,9.732246398925781,21.847209930419922,-21.847209930419922,-8510522.0,9.732246398925781,21.847209930419922,-21.847209930419922,,,89,629,,,,,,,,,,,
-8510520.0,9.758472442626953,22.191057205200195,-22.191057205200195,-8510520.0,9.758472442626953,22.191057205200195,-22.191057205200195,0.0,0.0,90,636,,,,,,,,,,,
-8510522.0,19.84119415283203,21.874011993408203,-21.874011993408203,-8510522.0,19.84119415283203,21.874011993408203,-21.874011993408203,,,91,643,210.44969177246094,0.001942753791809082,-8588974.0,78451.3828125,210.44969177246094,0.001942753791809082,-8588974.0,78451.3828125,,,
,,12.039838790893555,-12.039838790893555,,,,,,,92,649,,,,,,,,,10.328367233276367,,
-8510522.0,11.792182922363281,21.682809829711914,-21.682809829711914,-8510522.0,11.792182922363281,21.682809829711914,-21.682809829711914,,,92,650,,,,,,,,,,,
-8510520.0,11.949538230895996,21.673856735229492,-21.673856735229492,-8510520.0,11.949539184570312,21.673856735229492,-21.673856735229492,,,93,657,,,,,,,,,,,
-8510520.0,13.539791107177734,21.937803268432617,-21.937803268432617,-8510520.0,13.539791107177734,21.937803268432617,-21.937803268432617,,,94,664,,,,,,,,,,,
-8510522.0,10.478496551513672,21.610429763793945,-21.610429763793945,-8510522.0,10.478496551513672,21.610429763793945,-21.610429763793945,0.0,0.0,95,671,,,,,,,,,,,
-8510522.0,11.35110855102539,21.407005310058594,-21.407005310058594,-8510522.0,11.35110855102539,21.407005310058594,-21.407005310058594,,,96,678,,,,,,,,,,,
-8510522.0,16.820430755615234,21.52102279663086,-21.52102279663086,-8510522.0,16.820430755615234,21.52102279663086,-21.52102279663086,,,97,685,,,,,,,,,,,
-8510520.0,14.531612396240234,21.558744430541992,-21.558744430541992,-8510520.0,14.531612396240234,21.558744430541992,-21.558744430541992,,,98,692,,,,,,,,,,,
,,11.157304763793945,-11.157304763793945,,,,,,,99,699,,,,,,,,,57.44397735595703,,
-8510521.0,11.620521545410156,21.31291961669922,-21.31291961669922,-8510521.0,11.620521545410156,21.31291961669922,-21.31291961669922,,,99,699,,,,,,,,,,,
-8510521.0,14.140605926513672,21.52875518798828,-21.52875518798828,-8510521.0,14.140605926513672,21.52875518798828,-21.52875518798828,0.0,0.0,100,706,,,,,,,,,,,
-8510522.0,13.25845718383789,21.724302291870117,-21.724302291870117,-8510522.0,13.25845718383789,21.724302291870117,-21.724302291870117,,,101,713,206.30120849609375,0.0044585466384887695,-7961282.0,-549239.6875,206.30120849609375,0.0044585466384887695,-7961282.0,-549239.6875,,,
-8510522.0,15.611647605895996,21.419218063354492,-21.419218063354492,-8510522.0,15.611648559570312,21.419218063354492,-21.419218063354492,,,102,720,,,,,,,,,,,
-8510522.0,9.617805480957031,21.345651626586914,-21.345651626586914,-8510522.0,9.617805480957031,21.345651626586914,-21.345651626586914,,,103,727,,,,,,,,,,,
-8510522.0,11.551380157470703,21.506418228149414,-21.506418228149414,-8510522.0,11.551380157470703,21.506418228149414,-21.506418228149414,,,104,734,,,,,,,,,,,
-8510520.0,10.478496551513672,21.401721954345703,-21.401721954345703,-8510520.0,10.478496551513672,21.401721954345703,-21.401721954345703,0.0,0.0,105,741,,,,,,,,,,,
-8510522.0,12.290477752685547,21.096887588500977,-21.096887588500977,-8510522.0,12.290477752685547,21.096887588500977,-21.096887588500977,,,106,748,,,,,,,,,,,
,,11.419547080993652,-11.419547080993652,,,,,,,107,749,,,,,,,,,11.742115020751953,,
-8510522.0,10.328293800354004,21.154298782348633,-21.154298782348633,-8510522.0,10.328292846679688,21.154298782348633,-21.154298782348633,,,107,755,,,,,,,,,,,
-8510520.0,15.380382537841797,21.423696517944336,-21.423696517944336,-8510520.0,15.380382537841797,21.423696517944336,-21.423696517944336,,,108,762,,,,,,,,,,,
-8510522.0,13.501644134521484,20.93395233154297,-20.93395233154297,-8510522.0,13.501644134521484,20.93395233154297,-20.93395233154297,,,109,769,,,,,,,,,,,
-8510520.0,12.47406005859375,20.894189834594727,-20.894189834594727,-8510520.0,12.47406005859375,20.894189834594727,-20.894189834594727,0.0,0.0,110,776,,,,,,,,,,,
-8510520.0,10.406970977783203,20.818666458129883,-20.818666458129883,-8510520.0,10.406970977783203,20.818666458129883,-20.818666458129883,,,111,783,233.29019165039062,0.0029375553131103516,-8905823.0,395300.96875,233.29019165039062,0.0029375553131103516,-8905823.0,395300.96875,,,
-8510520.0,12.7410888671875,20.79971694946289,-20.79971694946289,-8510520.0,12.7410888671875,20.79971694946289,-20.79971694946289,,,112,790,,,,,,,,,,,
-8510522.0,12.369154930114746,20.86298179626465,-20.86298179626465,-8510522.0,12.369155883789062,20.86298179626465,-20.86298179626465,,,113,797,,,,,,,,,,,
,,10.842499732971191,-10.842499732971191,,,,,,,114,799,,,,,,,,,9.51439094543457,,
-8510522.0,13.277530670166016,21.150178909301758,-21.150178909301758,-8510522.0,13.277530670166016,21.150178909301758,-21.150178909301758,,,114,804,,,,,,,,,,,
-8510520.0,15.358924865722656,20.964614868164062,-20.964614868164062,-8510520.0,15.358924865722656,20.964614868164062,-20.964614868164062,0.0,0.0,115,811,,,,,,,,,,,
-8510520.0,11.529921531677246,20.832597732543945,-20.832597732543945,-8510520.0,11.529922485351562,20.832597732543945,-20.832597732543945,,,116,818,,,,,,,,,,,
-8510521.0,15.552043914794922,20.612747192382812,-20.612747192382812,-8510521.0,15.552043914794922,20.612747192382812,-20.612747192382812,,,117,825,,,,,,,,,,,
-8510522.0,13.339519500732422,20.507936477661133,-20.507936477661133,-8510522.0,13.339519500732422,20.507936477661133,-20.507936477661133,,,118,832,,,,,,,,,,,
-8510520.0,12.49074935913086,21.027769088745117,-21.027769088745117,-8510520.0,12.49074935913086,21.027769088745117,-21.027769088745117,,,119,839,,,,,,,,,,,
-8510521.0,11.680126190185547,20.83938980102539,-20.83938980102539,-8510521.0,11.680126190185547,20.83938980102539,-20.83938980102539,0.0,0.0,120,846,,,,,,,,,,,
,,11.297255516052246,-11.297255516052246,,,,,,,121,849,,,,,,,,,11.382624626159668,,
-8510522.0,13.592243194580078,20.71446990966797,-20.71446990966797,-8510522.0,13.592243194580078,20.71446990966797,-20.71446990966797,,,121,853,194.53048706054688,0.01299285888671875,-9140107.0,629585.125,194.53048706054688,0.01299285888671875,-9140107.0,629585.125,,,
-8510522.0,16.009807586669922,20.377655029296875,-20.377655029296875,-8510522.0,16.009807586669922,20.377655029296875,-20.377655029296875,,,122,860,,,,,,,,,,,
-8510522.0,13.210773468017578,20.59609603881836,-20.59609603881836,-8510522.0,13.210773468017578,20.59609603881836,-20.59609603881836,,,123,867,,,,,,,,,,,
-8510522.0,15.501976013183594,20.69415855407715,-20.69415855407715,-8510522.0,15.501976013183594,20.69415855407715,-20.69415855407715,,,124,874,,,,,,,,,,,
-8510522.0,10.24007797241211,20.518842697143555,-20.518842697143555,-8510522.0,10.24007797241211,20.518842697143555,-20.518842697143555,0.0,0.0,125,881,,,,,,,,,,,
-8510520.0,13.370513916015625,20.68480682373047,-20.68480682373047,-8510520.0,13.370513916015625,20.68480682373047,-20.68480682373047,,,126,888,,,,,,,,,,,
-8510520.0,11.069774627685547,20.54763412475586,-20.54763412475586,-8510520.0,11.069774627685547,20.54763412475586,-20.54763412475586,,,127,895,,,,,,,,,,,
,,11.266204833984375,-11.266204833984375,,,,,,,128,899,,,,,,,,,9.413808822631836,,
-8510520.0,11.670589447021484,20.494096755981445,-20.494096755981445,-8510520.0,11.670589447021484,20.494096755981445,-20.494096755981445,,,128,902,,,,,,,,,,,
-8510522.0,10.96963882446289,20.442035675048828,-20.442035675048828,-8510522.0,10.96963882446289,20.442035675048828,-20.442035675048828,,,129,909,,,,,,,,,,,
-8510522.0,11.928081512451172,20.777860641479492,-20.777860641479492,-8510522.0,11.928081512451172,20.777860641479492,-20.777860641479492,0.0,0.0,130,916,,,,,,,,,,,
-8510520.0,16.260147094726562,20.93532943725586,-20.93532943725586,-8510520.0,16.260147094726562,20.93532943725586,-20.93532943725586,,,131,923,195.87039184570312,0.00247800350189209,-11050760.0,2540237.5,195.87039184570312,0.00247800350189209,-11050760.0,2540237.5,,,
-8510520.0,13.527870178222656,21.478744506835938,-21.478744506835938,-8510520.0,13.527870178222656,21.478744506835938,-21.478744506835938,,,132,930,,,,,,,,,,,
-8510520.0,15.12289047241211,20.675582885742188,-20.675582885742188,-8510520.0,15.12289047241211,20.675582885742188,-20.675582885742188,,,133,937,,,,,,,,,,,
-8510522.0,14.379024505615234,20.473655700683594,-20.473655700683594,-8510522.0,14.379024505615234,20.473655700683594,-20.473655700683594,,,134,944,,,,,,,,,,,
,,10.005815505981445,-10.005815505981445,,,,,,,135,949,,,,,,,,,10.289251327514648,0.0,0.0
-8510520.0,12.810230255126953,20.335912704467773,-20.335912704467773,-8510520.0,12.810230255126953,20.335912704467773,-20.335912704467773,0.0,0.0,135,951,,,,,,,,,,,
-8510521.0,13.899803161621094,20.068241119384766,-20.068241119384766,-8510521.0,13.899803161621094,20.068241119384766,-20.068241119384766,,,136,958,,,,,,,,,,,
-8510521.0,14.081001281738281,19.899635314941406,-19.899635314941406,-8510521.0,14.081001281738281,19.899635314941406,-19.899635314941406,,,137,965,,,,,,,,,,,
-8510520.0,9.670257568359375,20.216205596923828,-20.216205596923828,-8510520.0,9.670257568359375,20.216205596923828,-20.216205596923828,,,138,972,,,,,,,,,,,
-8510522.0,15.28024673461914,20.128799438476562,-20.128799438476562,-8510522.0,15.28024673461914,20.128799438476562,-20.128799438476562,,,139,979,,,,,,,,,,,
-8510521.0,10.271071434020996,20.15850067138672,-20.15850067138672,-8510521.0,10.271072387695312,20.15850067138672,-20.15850067138672,0.0,0.0,140,986,,,,,,,,,,,
-8510522.0,13.239383697509766,20.210357666015625,-20.210357666015625,-8510522.0,13.239383697509766,20.210357666015625,-20.210357666015625,,,141,993,193.5625,0.004743218421936035,-8074196.5,-436324.875,193.5625,0.004743218421936035,-8074196.5,-436324.875,,,
,,11.188746452331543,-11.188746452331543,,,,,,,142,999,,,,,,,,,11.578202247619629,,
-8510522.0,11.699199676513672,20.534433364868164,-20.534433364868164,-8510522.0,11.699199676513672,20.534433364868164,-20.534433364868164,,,142,1000,,,,,,,,,,,
-8510522.0,13.120174407958984,20.268827438354492,-20.268827438354492,-8510522.0,13.120174407958984,20.268827438354492,-20.268827438354492,,,143,1007,,,,,,,,,,,
